Company Name,Ownership Type,Holding Company Name,State,City,Website,Planning Area Name,Balancing Authority Area Name,Membership Name,Overlap,Area (sq mi),Location Code,Source,Population 2000,Number Of Households,Median Household Income,Household Aggregate Income,Per Capita Income,Layer_ID,Rec_ID,Bundled Residential Customers,Bundled Industrial Customers,Bundled Commercial Customers,Bundled Total Customers,Total Customers Ranges,Color_Code,Distribution Line Miles,Population 2010
Anoka MN (City of),Muni,Anoka MN (City of),MN,Anoka,www.ci.anoka.mn.us,Minnesota Municipal Power Agency,Midcontinent ISO (Balancing Authority),Not Applicable,F,7.165761525,3,ABB Research,17988.02504,7401.541667,-99.9,-99.9,-99.9,81,2889,10779,16,1328,12123,"3,000 to 100,000",1,-99.9,16941.74047
Ansley NE (City of),Muni,Ansley NE (City of),NE,Ansley,,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Municipal Energy Agency of Nebraska,F,0.584573871,4,Previously Mapped Features; ABB Research,509,1.01703134,-99.9,-99.9,-99.9,81,392,268,0,75,343,0 to 700,1,-99.9,1.935508963
Anthon IA (City of),Muni,Anthon IA (City of),IA,Anthon,,WAPA Upper Great Plains East,Southwest Power Pool (Balancing Authority),Not Applicable,F,0.787229957,3,Company Maps; ABB Research,635,5.086518356,-99.9,-99.9,-99.9,81,80,299,1,60,360,0 to 700,3,-99.9,10.67241056
Anthony KS (City of),Muni,Anthony KS (City of),KS,Anthony,,Western Farmers Electric Coop,Southwest Power Pool (Balancing Authority),Not Applicable,F,145.0631339,3,Previously Mapped Features; ABB Research,2242,1214.106829,-99.9,-99.9,-99.9,81,1797,1582,0,324,1906,"0 to 3,000",1,-99.9,2310.44651
Antigonish (Town of),Muni,Antigonish (Town of),NS,Antigonish,www.townofantigonish.ca/about.html,Not Applicable,Not Applicable,Not Applicable,F,2.144535608,4,ABB Research,-99,-99,-99.9,-99.9,-99.9,81,2998,-99,-99,-99,-99,Not Reported,3,-99.9,-99
Anza Electric Coop Inc,DistCoop,Anza Electric Coop Inc,CA,Anza,www.anzaelectric.org,Arizona Electric Power Coop Inc,WAPA Desert Southwest Region,Arizona Electric Power Coop Inc,F,479.4736434,3,Company Maps; ABB Research,5978.83,5138.03,-99.9,-99.9,-99.9,81,1,4378,0,346,4724,"3,000 to 100,000",5,-99.9,8614.18
Apex NC (Town of),Muni,Apex NC (Town of),NC,Apex,,Progress Energy Carolina,Duke Energy Progress East,Not Applicable,F,0.776590778,4,Previously Mapped Features; ABB Research,14528,619.7461787,-99.9,-99.9,-99.9,81,393,19690,0,1539,21229,"3,000 to 100,000",1,-99.9,1548.638774
Aplington IA (City of),Muni,Aplington IA (City of),IA,Aplington,www.aplingtonia.com/utilities.html,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Not Applicable,F,0.571018617,3,Company Maps; ABB Research,1055,12.36399219,-99.9,-99.9,-99.9,81,57,490,0,68,558,0 to 700,4,-99.9,27.56845839
Appalachian Electric Coop,DistCoop,Appalachian Electric Coop,TN,Jefferson City,www.appalachianelectric.coop,Tennessee Valley Authority,Tennessee Valley Authority,Tennessee Valley Authority,F,585.0156864,3,Company Maps; ABB Research,89484.19998,47161.40576,-99.9,-99.9,-99.9,81,894,40127,6,6617,46750,"3,000 to 100,000",1,-99.9,104287.9433
Appalachian Power Co,IOU,American Electric Power Co Inc,VA,Roanoke,www.appalachianpower.com,PJM Interconnection,PJM Interconnection,Not Applicable,F,18552.32554,3,Company Maps; ABB Research,1878653.53,896770.85,-99.9,-99.9,-99.9,81,2925,807450,4261,143807,955518,"950,000 and Above",5,51632,1909190.09
Arab Electric Coop Inc,DistCoop,Arab Electric Coop Inc,AL,Arab,,Tennessee Valley Authority,Tennessee Valley Authority,Tennessee Valley Authority,F,252.8449084,3,Company Maps; ABB Research,26948.90516,13466.03206,-99.9,-99.9,-99.9,81,1294,12665,1,2889,15555,"3,000 to 100,000",3,-99.9,29740.58811
Arapahoe NE (City of),Muni,Arapahoe NE (City of),NE,Arapahoe,www.arapahoe-ne.com,Nebraska Public Power District,Southwest Power Pool (Balancing Authority),Not Applicable,F,0.975170572,4,Previously Mapped Features; ABB Research,971,3.686106254,-99.9,-99.9,-99.9,81,1798,486,0,185,671,0 to 700,1,-99.9,6.717898167
Arcade NY (Village of),Muni,Arcade NY (Village of),NY,Arcade,,New York Independent System Operator Inc,New York ISO (Balancing Authority),Not Applicable,F,2.47080981,4,Previously Mapped Features; ABB Research,1983,103.7557258,-99.9,-99.9,-99.9,81,2229,3645,15,504,4164,"3,000 to 100,000",1,-99.9,220.9077558
Arcadia Electric Dept,Muni,Arcadia Electric Dept,OH,Arcadia,,American Municipal Power OH,PJM Interconnection,American Municipal Power Inc,F,0.502409548,3,ABB Research,535,35.93475277,-99.9,-99.9,-99.9,81,2495,254,3,47,304,0 to 700,1,-99.9,75.37843739
Arcadia Electric Utility,Muni,Arcadia Electric Utility,WI,Arcadia,,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Not Applicable,F,2.730654364,4,Previously Mapped Features; ABB Research,2248,60.90278422,-99.9,-99.9,-99.9,81,1745,1303,58,248,1609,"0 to 3,000",1,-99.9,148.5896569
Arcadia KS (City of),Muni,Arcadia KS (City of),KS,Arcadia,,Westar Energy,Southwest Power Pool (Balancing Authority),Not Applicable,F,0.439713884,4,Previously Mapped Features; ABB Research,337,9.025505527,-99.9,-99.9,-99.9,81,1799,177,0,2,179,0 to 700,6,-99.9,18.56314868
Arcanum OH (City of),Muni,Arcanum OH (City of),OH,Arcanum,,American Municipal Power OH,PJM Interconnection,American Municipal Power Inc,F,0.885904828,3,ABB Research,1873,39.05154193,-99.9,-99.9,-99.9,81,2497,1456,28,138,1622,"0 to 3,000",1,-99.9,93.82408189
Argos IN (Town of),Muni,Argos IN (Town of),IN,Argos,,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Indiana Municipal Power Agency,F,0.854466437,4,Previously Mapped Features; ABB Research,1799,16.7037055,-99.9,-99.9,-99.9,81,394,743,5,117,865,"0 to 3,000",1,-99.9,41.36270096
Argyle WI (City of),Muni,Argyle WI (City of),WI,Argyle,www.argylewi.org,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Not Applicable,F,0.608066692,4,Previously Mapped Features; ABB Research,781,7.204965705,-99.9,-99.9,-99.9,81,2406,401,1,95,497,0 to 700,1,-99.9,15.9497235
Arizona Public Service Co,IOU,Pinnacle West Capital Corp,AZ,Phoenix,www.aps.com,Arizona Public Service Co,Arizona Public Service Co,Arizona Nuclear Power Project,T,34906.90348,3,Company Maps; ABB Research,1856448.31,1148217.127,-99.9,-99.9,-99.9,81,2177,1100816,3728,130907,1235451,"950,000 and Above",4,33048,2447898.152
Arkansas Valley Electric Coop Association Inc,DistCoop,Arkansas Valley Electric Coop Association Inc,KS,Hutchinson,www.avecc.com,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Kansas Electric Power Coop Inc,F,1641.870785,4,Previously Mapped Features; ABB Research,16472.64837,8459.633921,-99.9,-99.9,-99.9,81,1500,4219,35,948,5202,"3,000 to 100,000",3,-99.9,18814.0516
Arkansas Valley Electric Coop Corp,DistCoop,Arkansas Valley Electric Coop Corp,AR,Ozark,www.avecc.com,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Arkansas Electric Coop Corp,F,4015.60042,3,Company Maps; ABB Research,136506.0211,65152.2943,-99.9,-99.9,-99.9,81,1615,55293,33,4336,59662,"3,000 to 100,000",3,-99.9,151307.6324
Arlington MN (City of),Muni,Arlington MN (City of),MN,Arlington,,Minnesota Municipal Power Agency,Midcontinent ISO (Balancing Authority),Not Applicable,F,0.588502631,4,Previously Mapped Features; ABB Research,1856,9.925488612,-99.9,-99.9,-99.9,81,395,945,0,163,1108,"0 to 3,000",1,-99.9,23.22377282
Arlington SD (City of),Muni,Arlington SD (City of),SD,Arlington,,WAPA Upper Great Plains East,Southwest Power Pool (Balancing Authority),Heartland Consumers Power District,F,1.550369344,4,Previously Mapped Features; ABB Research,913,6.495040325,-99.9,-99.9,-99.9,81,1800,481,2,105,588,0 to 700,1,-99.9,12.55481231
Arma KS (City of),Muni,Arma KS (City of),KS,Arma,www.armakansas.org,Westar Energy,Southwest Power Pool (Balancing Authority),Not Applicable,F,1.036229653,3,Previously Mapped Features; ABB Research,1446,21.3647795,-99.9,-99.9,-99.9,81,396,701,0,119,820,"0 to 3,000",1,-99.9,43.93379341
Arnold NE (Village of),Muni,Arnold NE (Village of),NE,Arnold,www.arnold-ne.com,WAPA Rocky Mountain Region,WAPA Rocky Mountain Region,Municipal Energy Agency of Nebraska,F,0.37755207,4,Previously Mapped Features; ABB Research,688,0.447231316,-99.9,-99.9,-99.9,81,397,363,0,177,540,0 to 700,1,-99.9,0.854849852
Arrowhead Electric Coop Inc,DistCoop,Arrowhead Electric Coop Inc,MN,Lutsen,www.aecimn.com,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Great River Energy,F,1973.034613,3,Company Maps; ABB Research,5080.977039,6480.466783,-99.9,-99.9,-99.9,81,1589,3817,0,429,4246,"3,000 to 100,000",6,-99.9,5832.537421
Ashburnham Municipal Light Plant,Muni,Ashburnham Municipal Light Plant,MA,Ashburnham,,Massachusetts Municipal Wholesale Electric Co,New England ISO (Balancing Authority),Massachusetts Municipal Wholesale Electric Co,F,40.9185743,3,Company Maps; ABB Research,5533.6792,2601.453467,-99.9,-99.9,-99.9,81,2747,2840,44,181,3065,"3,000 to 100,000",4,-99.9,6087.716674
Ashland Electric Dept,Muni,Ashland Electric Dept,NH,Ashland,,New England ISO,New England ISO (Balancing Authority),Not Applicable,F,8.918137133,3,Company Maps; ABB Research,-99,540.8946229,-99.9,-99.9,-99.9,81,190,1283,4,305,1592,"0 to 3,000",5,-99.9,789.6171531
Ashland KS (City of),Muni,Ashland KS (City of),KS,Ashland,,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Not Applicable,F,1.64065834,3,Previously Mapped Features; ABB Research,974,1.906450946,-99.9,-99.9,-99.9,81,398,501,0,197,698,0 to 700,1,-99.9,3.720518807
Ashland OR (City of),Muni,Ashland OR (City of),OR,Ashland,www.ashland.or.us,PacifiCorp West,PacifiCorp West,Not Applicable,F,3.41954986,4,Previously Mapped Features; ABB Research,4512.249245,2849.510726,-99.9,-99.9,-99.9,81,399,10395,0,1583,11978,"3,000 to 100,000",1,-99.9,5662.0796
Ashley Chicot Electric Coop Inc,DistCoop,Ashley Chicot Electric Coop Inc,AR,Hamburg,www.ashley-chicot.com,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Arkansas Electric Coop Corp,F,1226.288524,3,Company Maps; ABB Research,16662.17039,7268.008926,-99.9,-99.9,-99.9,81,120,4375,353,353,5081,"3,000 to 100,000",1,-99.9,15606.6856
Aspen CO (City of),Muni,Aspen CO (City of),CO,Aspen,www. apen.com,Public Service Co of Colorado,Public Service Co of Colorado,Municipal Energy Agency of Nebraska,F,0.524157529,4,Previously Mapped Features; ABB Research,5188,185.1534595,-99.9,-99.9,-99.9,81,400,2031,0,1067,3098,"3,000 to 100,000",1,-99.9,229.5872532
Atchison Holt Electric Coop,DistCoop,Atchison Holt Electric Coop,MO,Rock Port,www.aeci.org/members/mbc/ahec.html,Associated Electric Coop Inc,Associated Electric Coop Inc,N W Electric Power Coop Inc,F,944.6368951,3,Company Maps; ABB Research,10804.69479,5101.014582,-99.9,-99.9,-99.9,81,307,3393,204,279,3876,"3,000 to 100,000",5,-99.9,10138.08956
ATCO Electric,IOU,Canadian Utilities Ltd,AB,Calgary,www.atcoelectric.com,Not Applicable,Not Applicable,Not Applicable,F,168120.6964,3,Company Maps; ABB Research,0,-99,-99.9,-99.9,-99.9,81,3099,-99,-99,-99,-99,Not Reported,4,-99.9,-99
Athens Gas Dept (City of),Muni,Athens AL (City of),AL,Athens,www.athens-utilities.com/index.html,Tennessee Valley Authority,Tennessee Valley Authority,Tennessee Valley Authority,F,607.2378538,3,ABB Research,65675.81408,34991.69774,-99.9,-99.9,-99.9,81,1283,39891,12,7070,46973,"3,000 to 100,000",6,-99.9,82822.80682
Athens Utilities Board,Muni,Athens Utilities Board,TN,Athens,www.aub.org/index.php,Tennessee Valley Authority,Tennessee Valley Authority,Tennessee Valley Authority,F,4.109821337,4,Previously Mapped Features; ABB Research,1128.618141,1038.810879,-99.9,-99.9,-99.9,81,401,10959,8,2329,13296,"3,000 to 100,000",1,-99.9,2344.945422
Atikokan Hydro Inc,Muni,Atikokan Hydro Inc,,,http://athydro.com/,Not Applicable,Not Applicable,Not Applicable,F,45.19956338,4,ABB Research,-99,-99,-99.9,-99.9,-99.9,81,3001,-99,-99,-99,-99,Not Reported,1,-99.9,-99
Atka (City of),Muni,Atka (City of),AK,Anchorage,www.commerce.state.ak.us/dca/commdb/CIS.cfm?comm_boro_name=Atka,Chugach Electric Association Inc,Chugach Electric Association Inc,Not Applicable,F,12.05138269,3,ABB Research,0,3.449063625,-99.9,-99.9,-99.9,81,2986,48,0,16,64,0 to 700,2,-99.9,4.96614872
Atlantic City Electric Co,IOU,Exelon Corp,DE,Wilmington,http://www.atlanticcityelectric.com/home/,PJM Interconnection,PJM Interconnection,Not Applicable,F,2698.122001,3,ABB Research,933264.3977,486245.2962,-99.9,-99.9,-99.9,81,2927,427174,407,44654,472235,"100,000 to 950,000",1,10305,1012184.7
Atlantic Municipal Utilities,Muni,Atlantic Municipal Utilities,IA,Atlantic,www.atlanticiowa.com/cadco/Utilities.htm,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Not Applicable,F,113.9459186,4,Previously Mapped Features; ABB Research,7940.153506,3880.177539,-99.9,-99.9,-99.9,81,1358,3807,2,827,4636,"3,000 to 100,000",3,-99.9,8185.878002
Atmautluak Tribal Utilities,Muni,Atmautluak Tribal Utilities,AK,Bethel,,Chugach Electric Association Inc,Chugach Electric Association Inc,Not Applicable,F,3.343085238,3,ABB Research,6342,0.411604682,-99.9,-99.9,-99.9,81,2910,74,0,17,91,0 to 700,2,-99.9,1.391531979
Attica KS (City of),Muni,Attica KS (City of),KS,Attica,,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Not Applicable,F,94.32075566,3,Previously Mapped Features; ABB Research,637,324.631436,-99.9,-99.9,-99.9,81,1801,395,10,92,497,0 to 700,3,-99.9,619.213428
Auburn IA (City of),Muni,Auburn IA (City of),IA,Auburn,,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Not Applicable,F,0.428614623,3,Company Maps; ABB Research,282,4.914450673,-99.9,-99.9,-99.9,81,84,173,0,0,173,0 to 700,6,-99.9,7.349279424
Auburn IN (City of),Muni,Auburn IN (City of),IN,Auburn,www.auburn-in.com,PJM Interconnection,PJM Interconnection,Not Applicable,F,6.659553007,4,Previously Mapped Features; ABB Research,6044.139502,2817.053466,-99.9,-99.9,-99.9,81,1802,6512,140,937,7589,"3,000 to 100,000",1,-99.9,6376.825476
Auburn NE (City of),Muni,Auburn NE (City of),NE,Auburn,www.ci.auburn.ne.us,Omaha Public Power District,Southwest Power Pool (Balancing Authority),Not Applicable,F,1.208960781,4,Previously Mapped Features; ABB Research,3409,85.04145662,-99.9,-99.9,-99.9,81,402,1891,1,869,2761,"0 to 3,000",1,-99.9,170.6903522
Augusta KS (City of),Muni,Augusta KS (City of),KS,Augusta,,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Not Applicable,F,3.401440851,3,Previously Mapped Features; ABB Research,1391.157446,1754.715584,-99.9,-99.9,-99.9,81,404,3881,24,407,4312,"3,000 to 100,000",2,-99.9,3933.141281
Augusta Light Water Gas,Muni,Augusta AR (City of),AR,Augusta,,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Not Applicable,F,2.754016649,4,Previously Mapped Features; ABB Research,2619,17.50550245,-99.9,-99.9,-99.9,81,1359,805,0,126,931,"0 to 3,000",1,-99.9,32.0529794
Aurelia Municipal Electric Utility,Muni,Aurelia Municipal Electric Utility,IA,Aurelia,,WAPA Upper Great Plains East,Southwest Power Pool (Balancing Authority),Not Applicable,F,1.043151478,3,Company Maps; ABB Research,990,6.357561896,-99.9,-99.9,-99.9,81,78,441,15,61,517,0 to 700,1,-99.9,13.70655645
Aurora SD (City of),Muni,Aurora SD (City of),SD,Aurora,,WAPA Upper Great Plains East,Southwest Power Pool (Balancing Authority),Heartland Consumers Power District,F,0.463668791,4,Previously Mapped Features; ABB Research,594,2.058346691,-99.9,-99.9,-99.9,81,1803,425,1,45,471,0 to 700,1,-99.9,4.792148355
Austin Energy,Muni,Austin Energy,TX,Austin,www.austinenergy.com,ERCOT,ERCOT ISO (Balancing Authority),Not Applicable,F,512.6904815,4,Previously Mapped Features; ABB Research,747011.681,397298.6277,-99.9,-99.9,-99.9,81,1360,435957,113,51859,487929,"100,000 to 950,000",2,-99.9,901508.0017
Austin Utilities,Muni,Austin Utilities,MN,Austin,www.austinutilities.com,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Not Applicable,F,5.18291212,4,Previously Mapped Features; ABB Research,12288.77374,5772.120022,-99.9,-99.9,-99.9,81,406,10508,1,1185,11694,"3,000 to 100,000",1,-99.9,13054.14848
Ava MO (City of),Muni,Ava MO (City of),MO,Ava,http://avamissouri.org/,Associated Electric Coop Inc,Associated Electric Coop Inc,Missouri Joint Municipal Electric Utility Commission,F,0.950254733,4,Previously Mapped Features; ABB Research,3171,48.81537471,-99.9,-99.9,-99.9,81,407,1230,49,315,1594,"0 to 3,000",1,-99.9,100.7808702
Avilla IN (Town of),Muni,Avilla IN (Town of),IN,Avilla,,PJM Interconnection,PJM Interconnection,Not Applicable,F,1.317765123,4,Previously Mapped Features; ABB Research,1866,51.74305023,-99.9,-99.9,-99.9,81,1994,999,21,118,1138,"0 to 3,000",1,-99.9,128.7840214
Avista Corp,IOU,Avista Corp,WA,Spokane,www.avistacorp.com,Avista Corp,Avista Corp,Not Applicable,F,16976.07476,3,Company Maps; ABB Research,582511.43,296770.71,-99.9,-99.9,-99.9,81,2984,342996,1297,43369,387662,"100,000 to 950,000",1,19000,671085.19
Axtell KS (City of),Muni,Axtell KS (City of),KS,Axtell,,Westar Energy,Southwest Power Pool (Balancing Authority),Not Applicable,F,0.499495557,4,Previously Mapped Features; ABB Research,423,1.744497285,-99.9,-99.9,-99.9,81,1804,195,0,39,234,0 to 700,1,-99.9,3.704695047
Ayden NC (Town of),Muni,Ayden NC (Town of),NC,Ayden,,Progress Energy Carolina,Duke Energy Progress East,Not Applicable,F,1.163152724,4,Previously Mapped Features; ABB Research,4424,174.6685874,-99.9,-99.9,-99.9,81,408,3692,1,303,3996,"3,000 to 100,000",5,-99.9,382.4818428
Aztec NM (City of),Muni,Aztec NM (City of),NM,Aztec,www.aztecnm.com,Public Service Co of New Mexico,Public Service Co of New Mexico,Not Applicable,F,9.79370897,4,Previously Mapped Features; ABB Research,6134,1395.34823,-99.9,-99.9,-99.9,81,1805,2666,0,479,3145,"3,000 to 100,000",1,-99.9,3356.261023
Azusa CA (City of),Muni,Azusa CA (City of),CA,Azusa,www.azusalw.com,California ISO,California Independent System Operator (Balancing Authority),Southern California Public Power Authority,F,8.999714965,4,Previously Mapped Features; ABB Research,42048.84785,12354.90264,-99.9,-99.9,-99.9,81,2153,14771,31,1893,16695,"3,000 to 100,000",3,-99.9,43480.27578
Badger SD (City of),Muni,Badger SD (City of),SD,Badger,,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Not Applicable,F,1.057584072,4,Previously Mapped Features; ABB Research,112,3.764887398,-99.9,-99.9,-99.9,81,1806,87,0,4,91,0 to 700,1,-99.9,6.826732996
Bagley Public Utilities Commission,Muni,Bagley Public Utilities Commission,MN,Bagley,,Minnkota Power Coop,Midcontinent ISO (Balancing Authority),Not Applicable,F,1.871466352,4,Previously Mapped Features; ABB Research,1386,35.49846717,-99.9,-99.9,-99.9,81,1722,551,69,148,768,"0 to 3,000",1,-99.9,73.79727746
Bailey County Electric Coop Association,DistCoop,Bailey County Electric Coop Association,TX,Muleshoe,www.bcecoop.com,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Golden Spread Electric Coop Inc,F,1491.839779,3,Company Maps; ABB Research,10931.4307,4422.413871,-99.9,-99.9,-99.9,81,261,3398,4732,824,8954,"3,000 to 100,000",3,-99.9,11138.45887
Bainbridge Municipal Electric Utility,Muni,Bainbridge Municipal Electric Utility,IN,Bainbridge,,Indiana Municipal Power Agency,Midcontinent ISO (Balancing Authority),Indiana Municipal Power Agency,F,0.39778384,4,Previously Mapped Features; ABB Research,776,14.82280971,-99.9,-99.9,-99.9,81,1723,317,0,64,381,0 to 700,1,-99.9,34.44859478
Baldwin City KS (City of),Muni,Baldwin City KS (City of),KS,Baldwin City,http://baldwin-city.com,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Not Applicable,F,2.108299194,4,Previously Mapped Features; ABB Research,3428,69.45064356,-99.9,-99.9,-99.9,81,1807,1757,0,241,1998,"0 to 3,000",1,-99.9,181.7137019
